id;node;profile;pLoad;qLoad;sR;subnet;voltLvl
EHV Load 343;EHV Bus 1749;HS6;183.969;60.47;193.651;EHV1;1
EHV Load 344;EHV Bus 1693;HS6;260.92;85.76;274.653;EHV1;1
EHV Load 345;EHV Bus 1511;HS6;180.715;59.4;190.227;EHV1;1
EHV Load 346;EHV Bus 1921;HS6;183.451;60.3;193.106;EHV1;1
EHV Load 347;EHV Bus 1789;HS6;248.577;81.7;261.66;EHV1;1
EHV Load 348;EHV Bus 377;HS6;208.534;68.54;219.51;EHV1;1
EHV Load 349;EHV Bus 1811;HS6;223.896;73.59;235.68;EHV1;1
EHV Load 350;EHV Bus 85;HS6;216.506;71.16;227.902;EHV1;1
EHV Load 351;EHV Bus 371;HS6;226.228;74.36;238.135;EHV1;1
EHV Load 352;EHV Bus 1843;HS6;224.584;73.82;236.404;EHV1;1
EHV Load 353;EHV Bus 1661;HS7;860.454;282.82;905.741;EHV1;1
EHV Load 354;EHV Bus 1673;HS7;883.791;290.49;930.306;EHV1;1
EHV Load 355;EHV Bus 1805;HS7;783.183;257.42;824.403;EHV1;1
EHV Load 356;EHV Bus 1587;HS8;250.297;82.27;263.471;EHV1;1
EHV Load 357;EHV Bus 171;HS8;252.672;83.05;265.97;EHV1;1
EHV Load 358;EHV Bus 1849;HS8;276.977;91.04;291.554;EHV1;1
EHV Load 359;EHV Bus 1669;HS8;307.035;100.92;323.195;EHV1;1
EHV Load 360;EHV Bus 1795;HS8;269.866;88.7;284.07;EHV1;1
EHV Load 361;EHV Bus 81;HS8;315.847;103.81;332.471;EHV1;1
EHV Load 362;EHV Bus 1469;HS9;317.445;104.34;334.153;EHV1;1
EHV Load 363;EHV Bus 1573;HS9;425.4;139.82;447.789;EHV1;1
EHV Load 364;EHV Bus 299;HSexp0;51.8113;17.03;54.5382;EHV1;1
EHV Load 365;EHV Bus 1833;HSexp0;171.379;56.33;180.399;EHV1;1
EHV Load 366;EHV Bus 487;HSexp0;220.053;72.33;231.635;EHV1;1
EHV Load 367;EHV Bus 505;HSexp0;652.511;214.47;686.854;EHV1;1
EHV Load 368;EHV Bus 365;HSexp0;652.511;214.47;686.854;EHV1;1
EHV Load 369;EHV Bus 223;HSexp0;412.525;135.59;434.237;EHV1;1
EHV Load 370;EHV Bus 301;HSexp0;252.277;82.92;265.555;EHV1;1
EHV Load 371;EHV Bus 1747;HSexp0;252.277;82.92;265.555;EHV1;1
EHV Load 372;EHV Bus 355;HSexp0;36.4158;11.97;38.3324;EHV1;1
EHV Load 373;EHV Bus 395;HSexp0;36.4158;11.97;38.3324;EHV1;1
EHV Load 374;EHV Bus 399;HSexp0;36.4158;11.97;38.3324;EHV1;1
EHV Load 375;EHV Bus 445;HSexp0;36.4158;11.97;38.3324;EHV1;1
EHV Load 376;EHV Bus 1837;HSexp0;171.379;56.33;180.399;EHV1;1
EHV Load 377;EHV Bus 1839;HSexp0;171.379;56.33;180.399;EHV1;1
EHV Load 378;EHV Bus 475;HSexp0;171.379;56.33;180.399;EHV1;1
EHV Load 379;EHV Bus 243;HSexp0;691.789;227.38;728.199;EHV1;1
EHV Load 380;EHV Bus 261;HSexp0;691.789;227.38;728.199;EHV1;1
EHV Load 381;EHV Bus 453;HSexp0;691.789;227.38;728.199;EHV1;1
EHV Load 382;EHV Bus 359;HSexp0;412.525;135.59;434.237;EHV1;1
EHV Load 383;EHV Bus 293;HSexp0;652.511;214.47;686.854;EHV1;1
EHV Load 384;EHV Bus 347;HSexp0;652.511;214.47;686.854;EHV1;1
EHV Load 385;EHV Bus 507;HSexp0;652.511;214.47;686.854;EHV1;1
EHV Load 386;EHV Bus 401;HSexp0;220.053;72.33;231.635;EHV1;1
EHV Load 387;EHV Bus 439;HSexp0;220.053;72.33;231.635;EHV1;1
EHV Load 388;EHV Bus 479;HSexp0;220.053;72.33;231.635;EHV1;1
EHV Load 389;EHV Bus 83;HSexp1;8.8043;2.89;9.26768;EHV1;1
EHV Load 390;EHV Bus 133;HSexp1;8.8043;2.89;9.26768;EHV1;1
HV1 Load 1;HV1 Bus 111;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 2;HV1 Bus 117;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 3;HV1 Bus 119;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 4;HV1 Bus 121;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 5;HV1 Bus 3;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 6;HV1 Bus 5;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 7;HV1 Bus 7;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 8;HV1 Bus 9;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 9;HV1 Bus 11;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 10;HV1 Bus 21;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 11;HV1 Bus 31;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 12;HV1 Bus 33;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 13;HV1 Bus 35;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 14;HV1 Bus 39;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 15;HV1 Bus 51;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 16;HV1 Bus 53;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 17;HV1 Bus 59;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 18;HV1 Bus 61;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 19;HV1 Bus 63;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 20;HV1 Bus 73;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 21;HV1 Bus 77;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 22;HV1 Bus 79;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 23;HV1 Bus 81;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 24;HV1 Bus 83;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 25;HV1 Bus 87;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 26;HV1 Bus 91;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 27;HV1 Bus 95;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 28;HV1 Bus 97;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 29;HV1 Bus 99;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 30;HV1 Bus 103;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 31;HV1 Bus 105;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 32;HV1 Bus 107;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 33;HV1 Bus 109;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 34;HV1 Bus 113;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 35;HV1 Bus 115;mv_add1;3;1.186;3.22581;HV1;3
HV1 Load 36;HV1 Bus 15;mv_add1;0;0;0;HV1;3
HV1 Load 37;HV1 Bus 27;mv_add1;0;0;0;HV1;3
HV1 Load 38;HV1 Bus 37;mv_add1;0;0;0;HV1;3
HV1 Load 39;HV1 Bus 43;mv_add1;0;0;0;HV1;3
HV1 Load 40;HV1 Bus 57;mv_add1;0;0;0;HV1;3
HV1 Load 41;HV1 Bus 67;mv_add1;0;0;0;HV1;3
HV1 Load 42;HV1 Bus 71;mv_add1;0;0;0;HV1;3
HV1 Load 43;HV1 Bus 85;mv_add1;0;0;0;HV1;3
HV1 Load 44;HV1 Bus 13;mv_comm;34.48;13.627;37.0753;HV1_MV4_eq;3
HV1 Load 45;HV1 Bus 17;mv_rural;17.26;6.822;18.5591;HV1_MV1_eq;3
HV1 Load 46;HV1 Bus 29;mv_rural;17.26;6.822;18.5591;HV1_MV1_eq;3
HV1 Load 47;HV1 Bus 41;mv_rural;17.26;6.822;18.5591;HV1_MV1_eq;3
HV1 Load 48;HV1 Bus 49;mv_rural;17.26;6.822;18.5591;HV1_MV1_eq;3
HV1 Load 49;HV1 Bus 65;mv_rural;17.26;6.822;18.5591;HV1_MV1_eq;3
HV1 Load 50;HV1 Bus 69;mv_rural;17.26;6.822;18.5591;HV1_MV1_eq;3
HV1 Load 51;HV1 Bus 75;mv_rural;17.26;6.822;18.5591;HV1_MV1_eq;3
HV1 Load 52;HV1 Bus 101;mv_rural;17.26;6.822;18.5591;HV1_MV1_eq;3
HV1 Load 53;HV1 Bus 19;mv_semiurb;31.64;12.505;34.0215;HV1_MV2_eq;3
HV1 Load 54;HV1 Bus 89;mv_semiurb;31.64;12.505;34.0215;HV1_MV2_eq;3
HV1 Load 55;HV1 Bus 93;mv_semiurb;31.64;12.505;34.0215;HV1_MV2_eq;3
HV1 Load 56;HV1 Bus 25;mv_urban;49.71;19.647;53.4516;HV1_MV3_eq;3
HV1 Load 57;HV1 Bus 47;mv_urban;49.71;19.647;53.4516;HV1_MV3_eq;3
HV1 Load 58;HV1 Bus 55;mv_urban;49.71;19.647;53.4516;HV1_MV3_eq;3
HV2 Load 1;HV2 Bus 1;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 2;HV2 Bus 7;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 3;HV2 Bus 38;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 4;HV2 Bus 43;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 5;HV2 Bus 46;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 6;HV2 Bus 27;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 7;HV2 Bus 49;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 8;HV2 Bus 53;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 9;HV2 Bus 75;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 10;HV2 Bus 65;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 11;HV2 Bus 71;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 12;HV2 Bus 78;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 13;HV2 Bus 93;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 14;HV2 Bus 98;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 15;HV2 Bus 102;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 16;HV2 Bus 105;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 17;HV2 Bus 108;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 18;HV2 Bus 122;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 19;HV2 Bus 125;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 20;HV2 Bus 133;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 21;HV2 Bus 149;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 22;HV2 Bus 168;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 23;HV2 Bus 152;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 24;HV2 Bus 199;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 25;HV2 Bus 212;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 26;HV2 Bus 221;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 27;HV2 Bus 172;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 28;HV2 Bus 226;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 29;HV2 Bus 175;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 30;HV2 Bus 187;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 31;HV2 Bus 246;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 32;HV2 Bus 280;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 33;HV2 Bus 286;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 34;HV2 Bus 206;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 35;HV2 Bus 306;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 36;HV2 Bus 322;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 37;HV2 Bus 216;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 38;HV2 Bus 229;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 39;HV2 Bus 329;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 40;HV2 Bus 243;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 41;HV2 Bus 257;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 42;HV2 Bus 260;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 43;HV2 Bus 265;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 44;HV2 Bus 274;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 45;HV2 Bus 339;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 46;HV2 Bus 354;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 47;HV2 Bus 357;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 48;HV2 Bus 33;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 49;HV2 Bus 61;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 50;HV2 Bus 296;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 51;HV2 Bus 318;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 52;HV2 Bus 130;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 53;HV2 Bus 182;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 54;HV2 Bus 336;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 55;HV2 Bus 254;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 56;HV2 Bus 349;mv_add1;1;0.395;1.07527;HV2;3
HV2 Load 57;HV2 Bus 23;mv_add2;5;1.976;5.37634;HV2;3
HV2 Load 58;HV2 Bus 90;mv_add2;5;1.976;5.37634;HV2;3
HV2 Load 59;HV2 Bus 119;mv_add2;5;1.976;5.37634;HV2;3
HV2 Load 60;HV2 Bus 137;mv_add2;5;1.976;5.37634;HV2;3
HV2 Load 61;HV2 Bus 141;mv_add2;5;1.976;5.37634;HV2;3
HV2 Load 62;HV2 Bus 155;mv_add2;5;1.976;5.37634;HV2;3
HV2 Load 63;HV2 Bus 192;mv_add2;5;1.976;5.37634;HV2;3
HV2 Load 64;HV2 Bus 270;mv_add2;5;1.976;5.37634;HV2;3
HV2 Load 65;HV2 Bus 313;mv_add2;5;1.976;5.37634;HV2;3
HV2 Load 66;HV2 Bus 361;mv_add2;5;1.976;5.37634;HV2;3
HV2 Load 67;HV2 Bus 161;mv_comm;34.48;13.627;37.0753;HV2_MV4_eq;3
HV2 Load 68;HV2 Bus 163;mv_comm;34.48;13.627;37.0753;HV2_MV4_eq;3
HV2 Load 69;HV2 Bus 278;mv_comm;34.48;13.627;37.0753;HV2_MV4_eq;3
HV2 Load 70;HV2 Bus 59;mv_rural;17.26;6.822;18.5591;HV2_MV1_eq;3
HV2 Load 71;HV2 Bus 96;mv_rural;17.26;6.822;18.5591;HV2_MV1_eq;3
HV2 Load 72;HV2 Bus 204;mv_rural;17.26;6.822;18.5591;HV2_MV1_eq;3
HV2 Load 73;HV2 Bus 304;mv_rural;17.26;6.822;18.5591;HV2_MV1_eq;3
HV2 Load 74;HV2 Bus 347;mv_rural;17.26;6.822;18.5591;HV2_MV1_eq;3
HV2 Load 75;HV2 Bus 86;mv_semiurb;31.64;12.505;34.0215;HV2_MV2_eq;3
HV2 Load 76;HV2 Bus 310;mv_semiurb;31.64;12.505;34.0215;HV2_MV2_eq;3
HV2 Load 77;HV2 Bus 290;mv_semiurb;31.64;12.505;34.0215;HV2_MV2_eq;3
HV2 Load 78;HV2 Bus 83;mv_urban;49.71;19.647;53.4516;HV2_MV3_eq;3
HV2 Load 79;HV2 Bus 195;mv_urban;49.71;19.647;53.4516;HV2_MV3_eq;3
