id;x;y;subnet;voltLvl
coord_632;2.25451;-26.1281;HV2;3
coord_633;8.32721;-1.23525;HV2;3
coord_634;6.27539;-12.8211;HV2;3
coord_635;22.9523;2.28707;HV2;3
coord_636;26.0178;8.10791;HV2;3
coord_637;5.37229;-29.7698;HV2_MV4.203;3
coord_638;18.7717;-7.5371;HV2;3
coord_639;22.7009;-17.004;HV2;3
coord_640;17.3748;-23.0823;HV2_MV2.203;3
coord_641;16.3464;-1.45435;HV2;3
coord_642;19.5472;-13.7428;HV2_MV1.204;3
coord_643;21.4752;-22.8282;HV2;3
coord_644;26.6697;-25.6203;HV2_MV2.202;3
coord_645;12.1888;-0.957339;HV2;3
coord_646;19.9634;-0.341877;HV2;3
coord_647;3.44005;-23.4705;HV2;3
coord_648;18.669;-16.6139;HV2;3
coord_649;3.84465;-35.4789;HV2;3
coord_650;10.1323;-21.6688;HV2;3
coord_651;22.1511;9.80822;HV2_MV1.205;3
coord_652;14.7211;-26.1027;HV2;3
coord_653;-3.4913;-11.7015;HV2;3
coord_654;24.2757;10.7054;HV2;3
coord_655;19.5497;-26.3994;HV2;3
coord_656;0.872501;-28.806;HV2;3
coord_657;12.9643;-28.0038;HV2;3
coord_658;9.66795;-24.0856;HV2;3
coord_659;10.5379;5.98677;HV2;3
coord_660;13.1356;7.78192;HV2;3
coord_661;24.364;-11.1192;HV2;3
coord_662;-0.0956051;-28.4181;HV2;3
coord_663;1.681;-23.3402;HV2;3
coord_664;0.994178;-30.0515;HV2;3
coord_665;-9.00229;-16.591;HV2;3
coord_666;3.85618;-25.8912;HV2;3
coord_667;2.48798;-15.5406;HV2;3
coord_668;-10.1038;-16.1706;HV2;3
coord_669;4.29094;-27.0254;HV2;3
coord_670;6.36815;-4.75319;HV2;3
coord_671;12.4401;8.83128;HV2;3
coord_672;1.61119;-14.7878;HV2;3
coord_673;13.6778;-24.0801;HV2;3
coord_674;-0.255391;-29.6675;HV2;3
coord_675;12.0641;8.08577;HV2;3
coord_676;12.7888;-23.8027;HV2;3
coord_677;13.4918;8.82318;HV2;3
coord_678;0.258929;-29.8932;HV2;3
coord_679;14.0589;8.57858;HV2;3
coord_680;1.20512;-15.5657;HV2;3
coord_681;13.2609;-20.1819;HV2;3
coord_682;-11.2121;-16.0614;HV2;3
coord_683;12.364;-21.1941;HV2;3
coord_684;-9.50009;-15.5324;HV2;3
coord_685;3.7448;-27.1445;HV2;3
coord_686;3.18665;-26.8556;HV2;3
coord_687;-0.997954;-29.2153;HV2;3
coord_688;12.6421;-23.451;HV2;3
coord_689;-9.93883;-17.1272;HV2;3
coord_690;11.8725;9.81974;HV2;3
coord_691;13.1399;-23.9858;HV2;3
coord_692;-9.58263;-17.6817;HV2;3
coord_693;12.5099;-22.9593;HV2;3
